yorum,kategori
"bütün reklamlarında 13mp arka, 5mp ön kamera diye bahsedilirken, bendeki discovery 2+&#8217;ın arka kamerası yaklaşık 10mp çekiyor. ön kamera değeri doğru, 5mp çekiyor. ayrıca bütün telefonlarda resim çekme boyutu net değerlerle ( 1mp, 2mp, 5mp, 10mp, 13mp) seçilirken bunda küçük, orta, büyük diye 3 seçenekle sınırlandırılmış. küçük 720x1280=921600 piksel, orta 1872x3328=6230016 piksel, büyük 2304x4096=9437184 piksel ölçülerinde çekim yapıyor. resim kalitesi telefonda çok güzel, net.",Yazım Bozukluğu
"aynı parfümü yıllardır yurtdışından alırım, bu ürün koku ve kıvam açısından oldukça farklı geldi. ayrıca parfüm sıvısının spreye basılmadan ürün dışına taşmasıda oldukça şaşırtıcı!...",Bağlamsal/Diğer
mesleğimiz gereği oldukça fazla sayıda a4 kağıdı tüketiyoruz. ayda 2-3 top harcadığımız düşünülürse ralamın yüksek olduğu anlaşılır galiba. bu ürün keşke 5-10 top şeklinde de satılabilse idi.,Bağlamsal/Diğer
polo classic 2000 model aracımda kullandım ne yakıtta ne çekişte fark yok.,Olumsuzlama
"kanal sıralaması ve kanal silmesi çok zor tek tek siliyorsun, tekrar şifre seç sil tamam de gibi olayları her kanal için tek tek yapıyorsun. ben biss şifrelerini çözdüremedim, kanal geçişlerinde görüntü kaybolup geliyor...",Bağlamsal/Diğer
"sehpalar alcak kullanisinda biraz sıkıntı var kurulumu kolay, görünüş güzel ancak sunta çok sağlam değil fiyati uygun hepsi burada tsk",Olumsuzlama
gercek anlamda nıyetlenen paten sevdası olan almasın topuklu ayakkabı gibi,Bağlamsal/Diğer
poliüreten malzeme gibi birşey benimkinde hava baloncuğu bile var yumurta pişirmede zaman ayarı konsunda sıkıntı yaşayanlar kullanabilir yanlız başında durmak lazım suyuda az koymamak gerek ben üstünü örtecek şekilde koydum,Bağlamsal/Diğer
abartıldığı kadar olmasada güzel bir ürün,Bağlamsal/Diğer
ürünü yeni aldım ve 1 kere kullanma fırsatım oldu.cok inatcı lekeleri cıkarmıyor ama genel olarak iyi sayılır.kokusu ve köpürmesi gayet iyi.,Bağlamsal/Diğer
pili aldığım ilk gün oldukça iyi gitmişti hem uzun sürede bitti hemde sorun olmadı ama günde bir yada 2 defa kilitlenir hale geldi cihaz neyse dedim pil biraz dolup boşalınca düzelir belki dedim fakat değişen birşey olmadı 1 aydır kullanıyorum hem yine hızlı bitmeye başladı hemde bazen arama gelince bazen de uygulama açmak istediğinde birden bire kilitleniyor cihaz ve hiç bir türlü açılmıyor pili söküp takınca düzeliyor. bu yüzden eski pili kullanmaya devam ediyorum. yedek olarak kullanayım bari dedim ve ihtiyacım oldu yeniyi taktım ve açılır açılmaz uygulamaya tıkladığım gibi kilitlendi. benden tavsiye almayın bu model pili. malesef ampere uygulaması testlerinden de benim için geçemedi düşük seviyelerde.,Olumsuzlama
"kullandıkça fikrim değişti. tek pil güçsüz kalıyor, kesmiyor, yakalayamıyor. hiç bir işe yaramıyor. 2 pilli olmalıydı. çocuk oyuncağı. (ilk çıkar çıkmaz yeni ürünleri bizlerle buluşturan hepsiburadaya teşekkür etmemek olmaz)",Olumsuzlama
ürün inanılmaz kokuyor,Kısa Yorum
yastğı çok küçük almayı düşünenler ona göre hareket etsin.yani şöyle ki ben 47 kiloyum bi de boyum 157 sırtımı tam kavrıyor şu an ama biraz daha yapılı bi insan alırsa malzemesi de çok sert olduğu için işinizi göreceğini sanmam ona göre davranın.küçük bel yastık arayanlar için tavsiye edebilirim.,Bağlamsal/Diğer
beklentinizi karşılanıyor 3000 mah telefonu 2 kere şarj etmiyor...,Bağlamsal/Diğer
ancak karşılıklı kapağa taktım ve üstten 1-2 santim kadar açılıyor kapaklar. yani kapağın üst noktası bebeğin erişebileceği yükseklikte ise parmaklarını sıkıştırabilir.,Bağlamsal/Diğer
"ürünü yeni deneme şansım oldu. ürün şık, güzel ambalajlanmış. kargolama süresi çok iyi. araçta doğrudan usb çıkışı olmasına rağmen daha hızlı şarj yapsın diye bu ürünü aldım. fakat arabanın usb çıkışıyla bu ürünle yaptığım şarj süresi arasında bir farklılık yok. şarj etme süresi konusunda beklentiyi yüksek tutmayın. prizden yaptığınız hızlı şarj gibi bir şey yok. almasam da olurmuş.",Olumsuzlama
bu ürünü almaya karar vermemde yorumlar etkili oldu tabi birde fiyatı. umarım iyidir. sipariş vermeyi düşünüyorum. ürün elime geçince tekrar yazıcam.,Bağlamsal/Diğer
"fiyatı çok uygun olunca sipariş verdim. kısa sürede elime ulaştı. tartıyı denedim, sanki biraz farklı sonuçlar çıkıyor gibi. bilmiyorum belki de denediğim zemin tam değildir belki de ondandır. yalnız otomatik açılıp kapanma özelliği çok güzel...alınabilir, fiyat çok uygun.",Olumsuzlama
ancak gelelim kullanım alanına.. dış ortam sıcaklığının maksimum 18 derece altına kadar fan yardımı ile soğutabiliyor.. yani bulunduğunu ortam mesela 35 derece ise içine koyduğunuz su 20 derece ye kadar soğutulabilir.. ayrıca koyacağınız ürün eğer soğuksa onu 1 - 2 derece de aşağıya çekip soğutabilir.,Bağlamsal/Diğer
dişlerim beyaz fakat meraktan aldım çay kahve içtikten snra akşamları yatarken temizlerim diye,Bağlamsal/Diğer
ürün kullanımı.ürünü kullanmadan önce yaklaşık 30 ila 45 saniye çalkalamanız gerekmektedir.daha sonra temiz ve kuru cam üzerinde ürünü yukardan aşağıya,Yazım Bozukluğu
bebeğim doğduğundan beri bu ürünü kullanıyorum ama normal marketten alırdım hep burada daha uygun olduğunu görünce burdan aldım ama daha 3. bezde çocuğumun heryeri kabardı kızardı doktora götürdüm bez alerjisi bu bez çakma dedi egzama olmuş çocuğum dikkatli olmanızı tavsiye ederim çocuklarımızın sağlığı ile oynanıyor,Bağlamsal/Diğer
şarj aparatı konusunda yapılan yorumu görmeden sipariş verdim. söylendiği gibi pirizlere girmeyen bir yapısı var.,Bağlamsal/Diğer
ortalama yaş kullanabilir teşekkürler arkadaşlar,Bağlamsal/Diğer
bu aparatı class 4 ve üzeri micro sd ile kullanırsanız. 700mblık bir filmi ortalam 25sn. ile 1dk. arasında kopyalayabilirsiniz. ben kendim denedim.,Yazım Bozukluğu
bütün ürünlerini bebeğimde güvenle kullanıyorum fakat kokusu gerçekten ağır tamam güzel kokuyo ama bebek için çok fazla,Bağlamsal/Diğer
"ürün bugün elime geçti.i̇lk etapta görsel olarak baktığımızda metal aksamın olması sağlamlık açısından bir güven hissi vermekle beraber detaylı incelediğimizde özellikle kompresör bölümü (piston kısmı) tutya veya alüminyum benzeri metalden yapıldığı için sürtünme kat sayısı dikkate alınırsa çok çabuk ısındığını söylemeliyim. bu noktada lastik şişirme esnasında bu bölümün çok iyi kontrol edilmesi ,aşırı ısınmanın olmaması için dinlendirilmesi gerekmektedir.hava basıncı yeterli sayılabilir fakat içinden çıkan aparatla üfleme fonksiyonu kullanılmak istenirse çok iyi sonuçlar verebileceği kanaatinde değilim.gürültü kat sayısı bir hayli fazla olmasına rağmen bunun çok önemli olduğunu düşünmüyorum.piston bölümünde bulunan pilastik aksamın ne fonsiyon taşıdığını anlamadım sanırım görüntü için olabilir.üstündeki hava saati ölçümleri doğru değil ama bence bu ortalama bir basınç görmek ve algılama için yeterli doğru bir ölçüm için harici bir saat kullanmak gerekir.kablo boyutu yeterli diyebilirim.i̇çinden çıkan ekipmanın kullanım yeleri amacınıza uygun olarak değişmekle beraber şahsen iğne uç ve lastik şişirme ucu haricinde benim kullanacağım ekipmanlar değil.hortum uzunluğu kablo ölçüsü orantısı düşünülürse normal.çantası olması güzel bir detay olduğunu söylemeliyim. sonuç olarak acil durumlarda kontrollü olarak kullanılabilecek bir ekipman çok fazla bir şey beklememek lazım gerektiğini düşünüyorum saygılarımla.",Olumsuzlama
siradan toprak gibi duruyor ekim yaptım bakalım göründüğü gibi çıkmaz inşallah,Bağlamsal/Diğer
"sürükleyici bütün bir hikaye yok anlatım tekrarlardan ibaret, kitap elinize geçerse başlamadan 171. sayfayı at ve sahibi hikayesini okuyun zaten vazgeçeceksiniz başlamaktan...",Olumsuzlama
-işlevini yerine getiriyor.,Kısa Yorum
"ürün kötü değil ama bence klasik saç düzleştiriciler daha kullanışlı. ekstra bir rahatlık, zamandan tasarruf sağlamıyor.",Olumsuzlama
ürünü ilk önce ithalatçı firma garantili vermiştim bu şekilde aldığınız zaman 1 yıl apple tr 1 yıl ülkemizde iadelerde sorun çıkarabilen evo iletişim garantisinde geldi buna dikkat etmenizi tavsiye ederim ürünü apple türkiye garantili alırsanız 2 yıl kafanızda soru işareti olmaz!! kulaklık bölümünün iptal edilmesi tamamen pazarlama taktiği kutudan kablosuz kulaklık çıkmıyor onu almak için 700tl gözden cıkarmalısınız aksi takdirde kutudan kablolu bildiğimiz standart apple kulaklığı çıkıyor!!araç içinde hem şarj edeyim şarjım az hemde gelen aramalara kulaklığımla cvp vereyim derseniz apple tedarikçisi belkin in yaptığı 40$ lık kulaklık şarj çoklayıcı almanız gerekiyor!! yani ben bu kadar para verdim keyfini süreyim diyemiyorsunuz telefonun!! bu yanlışların 7s de düzeltileceğini ümit ediyorum diğer kısımlar bildiğiniz standart iphone bana sorarsanız bu yönleriyle piyasaya sürülmüş enkötü iphone diyebilirim!!,Olumsuzlama
"daha önce 5"" lik bir eski modeli kullanıyordum, 5.5 "" olunca değiştireyim dedim, değiştirdiğime pişman oldum. yaklaşık 3 aydır kullanıyorum, izlenimlerim şöyle:",Bağlamsal/Diğer
2.cihazın açık yada kapalı olduğu belli değil. üzerinde yeşil kırmızı ışık falan olsa daha rahat anlaşılırdı.,Olumsuzlama
kalıteee kalıteee markaaa markaaaa,Kısa Yorum
bu ne küçücük dedi̇ :-))),Bağlamsal/Diğer
çok fonksiyonel bir fare fakat durup dururken bozuldu. belki tozdandir deyip açtım temizledim ama olmadı. e tabi garanti de gitmiş oldu. kendim için daha uygununu bulamadığım için yine aynısını satın aldım. o derece alıştım. inşallah bu da bozulmaz.,Olumsuzlama
2. malzeme kaliteli.,Kısa Yorum
parmak kavrama ayarı sıkıntılı açılma yapıyor ama yapmayan düşerse size kullanışlı olabilir. elini kesenler için,Bağlamsal/Diğer
kedim kedi otunu çok tüketiyor. bu nedenle biri bitmeden yeni bir tane alıyoruz. henüz çimlenmeye başlamadı ama ürünü beğendik. bu fiyata gayet uygun görünüyor. yalnız saksı kısmı plastik kaptan yapılmış. bir kullanımlık olarak kullanılabilir. bir de kediniz büyükse otları yerken kabı devirip dökmemesine dikkat etmelisiniz.,Bağlamsal/Diğer
bu ürü kullanan arkadaşlara bir sorum olacak. bu ürün enerjisini nereden alıyor. pil/şarj vs. ona göre sipariş vereceğim. bu gibi sorusu olan çok kullanıcı vardır diye düşünüyorum. açıklık getirirseniz sevinirim.,Bağlamsal/Diğer
almayı düşünürseniz kırmızısı\mavisi olmasın kafa kısmında minderi yok. mümkünse isofixli olsun. hadi kolay gelsin.,Olumsuzlama
ürün elime dün ulaştı. i̇şlev bakımından çok güzel bir ürün ancak çerçevelerinin yapıldığı plastik nasıl bir plastikse çok değişik bir kokusu var.,Bağlamsal/Diğer
fiyatına göre güzel bir ürün ancak hepsiburada'nın süper hızlı aynı gün kargo yazmasına bakmayın. ürün 2 günde ancak teslim edildi kargoya ve bana üçüncü gün ulaştı. alacaksanız bunu göz önünde bulundurarak alınız.,Bağlamsal/Diğer
sadece güvenlik konusunda iyi,Kısa Yorum
arkadaşlar çok derin olmayan çiziklerde fena değil işe yarıyor fakat biraz çizik derinleşince etki etmiyor.fiyatına göre bence arabada bulunması gereken bir araç...,Olumsuzlama
ürün basit,Kısa Yorum
ürün gayet şık ve kullanışlı.. yalnız veri aktarma hızı benim beklentimi karşılamadı.. ısınma konusunda bişey söylemek için erken daha yeni kullanmaya başladım..,Bağlamsal/Diğer
ürün en büyük boyları gercekten cok büyük ben yerden tasarruf etmek için aldım ama vakuladıktan sonrada büyüktü ama diğerleri oldukça kullanışlı birde bi tanesini sanırım deldim ama nası oldgunu anlayamadım oldukça ince bi malzeme dikkatle kullanılması gerekiyor,Bağlamsal/Diğer
evin her köşesine rahatlıkla taşınabiliyor olması güzel. kayın validem gördü çok beğendi bir tane de ona aldık. tavsiye ederim,Bağlamsal/Diğer
bir sepet dolusu alırken aldığım ama bir daha ki seferde hatırlamayacağım bir ürün.,Yazım Bozukluğu
karga yavaş,Kısa Yorum
"evdeki kediler yemediler. diğer mama ile bu mamayı aynı kabın içine koyuyorum evdeki kediler, sadece diğer mamayı tüketip bu mamayı bırakıyorlar...",Bağlamsal/Diğer
-çift tıklama sorunu,Kısa Yorum
normal bir yıkama kurulamadan bir nebze daha fazla parlaklık veriyor. yeni cilalanmış otolarda cila etkisini uzatabilir ve arabanızı yıkadıktan sonra o yorgunlukla tatmin miktarinızı artırabilirsiniz.,Yazım Bozukluğu
