yorum,kategori
"tablo güzel renkler canlı ve baskının kaliteli olduğu belli fakat duvara asmak için her bir parça için 2 tane çivi çakmanız yada duvara vida atmanız gerekiyor yada çift taraflı bant kullanılabilir, aslında duvar askısı için içinden aparat çıkması daha güzel olurdu, çok uğraştığım ve yorulduğum için keyfim kaçtı yinede güzel resim. ayrıca kampanya varken tabloyu aldığımda indirimli aldığım için sevinirken aldığım ücretten daha da düşmesi beni üzdü bu sefer olmadı hepsiburada.",Olumsuzlama
"cuma sipariş geçtim, pazartesi teslim edildi. henüz matkap uçlarını kullanmadım ama dubeller görüntüsünden çok kötü olduğunu belli ediyor..",Bağlamsal/Diğer
i̇lk haftadan koptu.,Kısa Yorum
rahat bir yatak ama gece dönmek istediğinizde çok zorlanıyorsunuz i̇nsan içine gömüyor. bu yatakta iki kişinin birbirine sarılarak uyuması da pek mümkün değil çünkü gömülünce çıkamıyorsunuz ayrıca benim belime iyi gelmedi 1 yıl kullandım şimdi ortopedik yaylı yatak aldım. bu yatağı da satışa çıkardım yatak alıcaklara ortopedik yaylı yatak tavsiye ederim.,Olumsuzlama
güzel pirizle calısıyo pilde takılıyo ama pil işe yaramıyo sadece elektlrlk kesilince saati otamatik ayarlıyor,Bağlamsal/Diğer
sert plastik fakat parçaları takarken kırılma ihtimali çok yüksek nazikçe takmanız gerekiyor. küçük tencere ve tavaları dolapta toplamak için birebir,Bağlamsal/Diğer
ürün fiyatı oldukça iyi. oyun vb uygulamalar için keşke yanında bir kumanda olsa güzel olurmuş. eksikliği hissediliyor. uygulama çeşitliliği artmalı. birde ne kadar ayarlarsanız ayarlayın kesinlikle tam olarak netliğe sahip değil. biraz daha gelişmeli bence. s7 ve s7 edge ile denedim netlik problemi maalesef çözülmüyor. i̇ş görür ama fiyatına oranla daha iyi bir performans bekliyordum.,Olumsuzlama
"bu ürünün 41 numarası bir harika. ama kışın koyu kalıyor, o sebeple 05 numarasını aldım. kapatıcılık konusunda 05 numara 41 numara kadar başarılı değil. zaten adı da transparan olarak geçiyor.",Olumsuzlama
yemeklerde asiri rahatsiz edici koku yapior onun disinda gayet pisirimi cok guzel..,Bağlamsal/Diğer
aldığım ürünün hediyesi de gelirse memnun olacağım,Bağlamsal/Diğer
ben böyle bir şey görmedim yani ürün 1 günde geldi burda sıkıntı yok çeşmeye taktım açtım daha tetiğe basamadan hortum uzaması filan zaten yok tetiğe basamadan hortum patladı. bi kere bu hortumun basınca dayanıklı olması lazım sonuçta çeşmeye takılıp çeşmeyi açıyoruz ama yok öyle bir şey...,Olumsuzlama
arkadaslar yorum yaparken milleti neden yanlıs yönlendiriyorsunuz. arabam uctu kactı canavar oldu filan... yağ değişimden sonra her araba rahatlar sesi azalır. ben de yorumlara bakarak aldım kullandım bundan önce ki yağ değişimlerimden bi farkı yok. henüz 500 km filan oldu belki 2000 - 3000 km den sonra farkedilir ama beklentilerinizi abartmayın derim ben.,Olumsuzlama
benim de görüşüm bu telefon yakın zamanda oldukça fiyat indirir.,Bağlamsal/Diğer
"albenisi fazla ürünün, iyi bir görüntüsü var. kesinlikle konforlu değil (ali ne diyecek bilemiyorum), yorumlarda bahsedildiği üzre aman aman bir kalitesi yok, kemer bağlantısı çok içeride (belki üretici firme yaptığı ar-ge çalışmaları (?) neticesinde en uygunun bu olduğuna karar vermiştir).",Olumsuzlama
"alin masaj niyetine kullanin, sonra yine cop",Bağlamsal/Diğer
ilk denememde kol altında etimi bıçağının arasına sıkıştırdı hemde bi kaç kez onun dışında ayaklarda kullanımı fena değil ışığının olmasıda işinizi kolaylaştırıyor,Olumsuzlama
çok ağır şahsen biberonda aradığım özelliklerden biri hafiflik ve kolay kavrama olduğundan biz çok kullanamadan kırıldı,Bağlamsal/Diğer
"kullanımı gayet basit bu yönden iyi ama hafif engebeli yollarda düşecek gibi oluyor, sarı ve beyaz plastik gibi olan bölge çok kolay düşebiliyor, yapıştırıcı gibi birşeyle sağlamlaştırmanızı öneririm.",Yazım Bozukluğu
beklentinizi karşılaycak bir ürün. fiyatına göre güzel ürün tavsiye edilir. piyasa ürünlerine göre idealdir. 24 saat içinde ankaraya ulaştıran hepsiburada ya teşekkürler..,Bağlamsal/Diğer
sonax hizli ci̇la alıdım ve aldıgım gun uygulama fırsatım oldu.aynen sonax hizli ci̇la kullanma klavuzunda oldugu gıbı ıslak olarak uygulaanan bolgeye 2 veya 3 kez fıskırtarak uyguladım ama faydasını goremedım.ne cızıklerı kapatıyor nede parlatıyor sonaxın sampuanını kullandım sadece daha cok parladı arabam :d,Bağlamsal/Diğer
hem iyi hem mini telefon almak istiyorum.,Bağlamsal/Diğer
yinede hepsiburdaya ve kargoya tşklr,Bağlamsal/Diğer
hergün tıraş olduğum halde bıçaklar 10 günde körlesiyor,Bağlamsal/Diğer
bu kadar ufak olmasını beklemiyordum ama yinede bu fiyata yeni başlayanlar için ideal olduğunu düşünüyorum. sapının esnek süngerden yapılması avantaj.,Bağlamsal/Diğer
2k ekran ihdiyacına gerek yok bi telefon 800x400 olması yeterli bence cktiği fotograflar videolar zaten yüksek bilgisayarda tv de izlenecek insan gözü telefonda 2 k görüntü detayını görmez ayrıca pil ömrü azaltır ekranın büyük olmasıda eksi lumia 930 kamerasını hic bi telefon tutmaz inceleyin,Olumsuzlama
- kamera için ayrıca bir tuş yok. ekrana dokunarak çekildiği için net çekim yapılamıyor. i̇llaki el titriyor. kamera kullanışını etkiliyor...,Olumsuzlama
chip i hemen bitti,Kısa Yorum
sonuc olarak bu fıyata alınabilecek guzel bir cihaz.orta derece makına arayanlar icin ideal.,Bağlamsal/Diğer
"kamerası prof değil,ama iş görür nitelikte.",Olumsuzlama
elektrik sobasının kırılan ayağını almak için almıştım,Bağlamsal/Diğer
"urun cok kaliteli cok ucuz ama 8"" tabletlere (amazon kindle fire hd 8) olmuyor.",Bağlamsal/Diğer
"ürünü hepsiburadadan aldım. teslimat gayet hızlı ve sorunsuzdu. ancak kart okuyucuya takıp kullanmaya çalıştığım birisi kamerada kullandığım samsung diğeri cep telefonumda kullandığım toshiba olmak üzere iki micro sd kartımda da kart okuyucu yüzünden hata oluştu. kameranın kayıtları önemli olmadığı için formatladım ve kullanmaya deva ediyorum. ancak cep telefonumdaki kartı artık telefon görmüyor, bilgisayara takdığımda da kartın biçimlendirilmesi gerektiğine yönelik hata veriyor. içindeki veriler önemli olduğu için format da atamıyorum. şimdi artık verileri kurtarmak için çözüm arıyorum. kimseye önermiyorum.",Olumsuzlama
sanirim i̇hti̇yaci olan eski arabalar,Bağlamsal/Diğer
dış filtrenin yanında hediye olarak gönderilen 300 w ısıtıcının 2 gün sonra camı çatladı.isıtıcı ile birlikte fiyatı uygun geldiği için almıştım.fakat şuan bu fiyata daha iy başika marka dış filtre alınabilir.,Bağlamsal/Diğer
ürün ile ilgili çok şikayetim yok beklediğim kalitede resimlerde gösterilenden daha iyi fakat ped olayını yorumlardan okumadan almış bulundum ve maksadını çok anlamamakla birlikte aldım ve kullanıyorum şimdilik memnunum,Olumsuzlama
adore vlt-270 manager elite yönetici koltuğu,Bağlamsal/Diğer
"kimse yazmadığı için buraya yazıyorum ben bunu çok aramıştım benim gebelik öncesi cup ölçüm 85b idi şunda 38haftalık gebeyim tabi herkese göre değişir ama 95aldım oldu, azıcık büyük gibi ama emzirirseniz durum değişeceği için ona göre seçin bedeni.kumaş kalitesi idare der çok yumuşak ve sık dokma değil ama fiyatına göre makul.",Olumsuzlama
fırçalar çok kalın diş aralarınıza girmez . firma güvenilir tavsiye ederim.,Bağlamsal/Diğer
ürünü yaklaşık iki haftadır kullanıyorum spor yaparken gerçekten işe yarıyor çok güzel terletiyor yatarken kullandıgımda pek işe yaramıyor ama spor yaparken çok güzel terliyorum tavsiye edeilir.,Bağlamsal/Diğer
"günde 1defa kullanmama rağmen sarji hemen bitti, ve 2.gün sonunda firca nedense daha sert darbeli denecek ölçüde fircalamaya basladi, kullanamadim, ama ilk 2gun gayet memnun kalmıştım,",Bağlamsal/Diğer
"daha önce kullandim..ama kokusu çok i̇yi̇ deği̇l.traş kolonyasi kokusu var.ama bu tür kokuyu beğenenlere tavsi̇ye ederi̇m..ama fi̇yat olarak uygun.sürekli̇ taki̇p ederseni̇z,arada fi̇yati düşüyor.fi̇yati düşünce alin deri̇m.",Yazım Bozukluğu
"ürün resimdekinin aynısı, ben ayakbileklerim için aldım cırtcırtların çok azı tutuyor, ileride çıkabilir çok kullanışlı gelmedi bana, daha önce 500 gr lık olanları kullanıştım onlar daha kullanışlı",Bağlamsal/Diğer
full hd uydu alıcılı usb led yazınca sankı uydusu icindeymiş gibi anlaşıyor oysa uydusu harici var ve kumandada kanal ayarları zor,Bağlamsal/Diğer
arkadaşlar uzun bi süre windows telefon kullanan biri olarak diyorum ki teknolojiyi yakından takip etmek isteyen bir telefondan en iyi şekilde verim almayı bekleyen kişiler windows tan uzak dursun ..çünkü ben bunu s7 edge aldıktan sonra farkettim windows un gelişim süreci henüz tamamlanmadığından en az bi 3 yılı var diye düşünüyorum şu an için sadece kobay niyetine kullanılan bir müşteri potansiyeline sahip tir microsoft,Yazım Bozukluğu
tasarım hatası yüzünden kablo toplama sistemi çok kolay kırılıyor. toplama yayının tüm gerginliğini tutması için minicik plastik parçası yerleştirilmiş. kablonun dışarıda durması sizi rahatsız etmezse iş görür bir makine.,Bağlamsal/Diğer
koruyucuyu telefonu daha kutudan çıkarmadan aldım. telefonun üstündeki jelatini çıkarıp birde üstüne temizlememe rağmen içinde birsürü minik minik kabarcıklar kaldı. sanki birisi iğne sokmuş gibi duruyor. ve bombeli kaldı tam net bir düzlük sağlanmadı.,Bağlamsal/Diğer
bundan sonra bu siteden bir ürün siparişi verdiğimde hep aynı tereddütü mü yaşayacağım?? bilemedim..,Bağlamsal/Diğer
5. dış görünüşü zarif ve çift kapak ile gelmesi,Bağlamsal/Diğer
bu üründen 2 tane aldım...bir hafta on gün kadar kullanımın ardından arıza yaptı.su kaynadıktan sonra makine off konumuna geliyor.servis ağı yaygın değil...kısacası başınıza bela olur..,Olumsuzlama
"öncelikle farın aydınlatma gücü oldukça yüksek, karanlık yollarda vs çok etkili. montaj sonrası görünüşü de fiyatıyla kıyaslandığında kesinlikle başarılı..",Bağlamsal/Diğer
5 dk kayıt yapıyor ve sonra kendiliğinden kapanıyor.ürün tanıtımında 1 saate kadar pil dayanımı olduğu belirtiliyor ama ürün 5 dk kayıt yapıyor. çelişkili bir durum. ürün aynı zamanda çok kaba duruyor. ürün 5 dk kayıtta programlıysa 1 saat pil gücü vermenin veya yapmanın bir anlamı yok.,Olumsuzlama
"kışın yağmurlu havalarda, gerçekten çok başarılı, suyu çok iyi tahliye ediyor, kızaklama durumum pek olmadı.",Olumsuzlama
öncelikle hepsiburada.com firmasina her zamanki gibi verdigi kusursuz hizmet icin teşekkür etmek isterim.,Bağlamsal/Diğer
aracınızda cila varsa (ki benimkinde var) test ettim.,Bağlamsal/Diğer
"ürün; tek parça değil, boru izalasyon sügerini bir malzeme içine koymuşlar. bu ürün fotosuna kandım, kapı kalınlığını kedi kavrayamaz. tekparça elastik sünger ve kapıya kendi tutunma özelliği yokk.",Olumsuzlama
daha önce başka bir modelini aldım...üç dört traşolup verdiğim parayı kurtarmışımdır diye avunuyorum..yine abimin 13 senedir tık demeyen babyliss for men makina ile kesiyorum..gerisi hava cıva..,Yazım Bozukluğu
malzeme fiyatına göre oldukça iyi aracıma taktığım zaman çirkin bir görüntü oluşturmadı tavsiye ederim.,Bağlamsal/Diğer
"telefon elime geceli uç gün oldu. kastamonu ya iki gün içinde kargo ulaştı. bu bakımdan tesekkur ederim. ürüne gelince, bu paraya çok daha iyisi alınabilir. şöyle ki: birçok telefonun 4,5 g hizmeti durabildiği yerde 3 g hizmetini ancak verebiliyor. bir kaç telefonun 4,5 g hizmeti verebildiği yerde 4g de verebiliyor. tam merkezi yerlerde bazen 4,5 g oluyor. i̇kincisi, parmak okuyucu kalitesiz. tek parmak okutursaniz sıkıntı yok. parmak sayısı arttıkça işlerlik azalıyor. üçüncüsü şarjı çabuk dolmasına karşın internette uç saatte tukeniyor . dorduncusu konuşurken karşinin sesi fısıltı seviyesinde geliyor. artısi ise, çok hafif. altın rengini aldım, çok estetik duruyor.",Olumsuzlama
"beklediğimden ince geldi, tartıya takarken kağıt sıkıştırdk öyle oldu",Bağlamsal/Diğer
"arkadaşlar ürün fiyat olarak bir şey değil ama bence yarar konusu tartışılır. kullanmak için batarya bloğunu çıkaracaksın, sonra bataryayı çıkartıp, bu lg cam plus a takacaksın -ki elinde kalıcak diye korktuğun için zorlayamıosun sökerken- sonra teli tekrar açacaksın. üzerinde bulunan bir düğme ile zoom in-out yapacaksın, diğerini de denklanşör olarak kullacaksın. ne gerek var ki. uğraşmazsın bence. % 80 indirimin sebebi de bu bence.",Olumsuzlama
"ürün gayet güzel temizliyor, fakat deterjanın kokusu çok sert ve ağır, astımım var, yoğun kokular ekstra rahatsız eder beni, mutlaka çift durulama yapıyorum, almak isteyen kokusunu göz önünde tutmalı bence, diğer çeşitini bu ürün bitince deneyeceğim, belki daha soft bir kokusu vardır diye umuyorum :)",Bağlamsal/Diğer
ürün çabuk teslim oldu ama azıcık bir çim büyüdü resimdeki gibi kesinlikle yoğun bir çim olmadı.kel görünumlü bir bitki oluştu,Olumsuzlama
ürün bugün elime ulaştı. cantlar koli içinde ezilmiş olarak çıktı. kurdum icine bitane bile alyan koymamislar zorla kurduk. şimdide sele sıkıştırmama rağmen yerinden çıkıyor. frenler çok kalitesiz keşke 60-70tl daha verip iyi marka alsaydim. i̇nş başka sorun çıkarmaz.,Bağlamsal/Diğer
vizyon bilgisayar satıcısından ürünü aldim.paketleme kargolama vs. gayet başarılıydi.ancak bilgisayar tatmin edici değil 2gb ekran kartı ve 4gb ramine rağmen knight online gibi bir oyunda bile kasmayi basariyor. sonuç tam olarak fiyasko,Olumsuzlama
2 yaşındaki oğlum kilidi yapistirdigim dolabı bir çekişte açtı. kilit biraz kuvvetli çekince kendiliğinden açılıyor.,Bağlamsal/Diğer
ürünün ipliğinde akrilik (naylon) oranı fazla olduğu için biz kullanmayacağız.,Yazım Bozukluğu
"ürünü 11-17uyumlu yazısını ve fiyatını görünce hemen aldım ve ürün elime geçti benim bilgisayarım lenovo z710 17,3 soğutucunun üzerine bilgisayarın koyduğumda altında kayboluyor. fanları güzel ve sessiz çalışıyor ama 17 bilgisayarları soğutmuyor!",Bağlamsal/Diğer
"kargo beklediğimden hızlı 3 günde geldi. 2 tane 3,5 kg luk kum kaçırıyor silikon sıktım kapaklara işe yararmı bilmiyorum. ürün bilgisi olarak vidalar plastik ağırlıklarda içinde demir tozu var bar demir üstü yumuşak plastik kaplı evde çalışcakların işini görür.",Bağlamsal/Diğer
ürün on numara. tek sikintisi daha once acilmis kutuda geliyor ve 3 gun sonra bozuluyor. paraniz coksa hic dusunmeden alin.,Bağlamsal/Diğer
"hepsiburada da indirim vardı.satıcı bir başka şirket değil, hepsiburada kendi satıyordu. ürün geldi. parfümün koduna baktım internetten, son kullanım tarihi ne daha 27 ay var.bundan sonra internetten parfüm almam.",Olumsuzlama
"evdeki kediler için almıştık, kediler bu mamayı yemek yerine aç kalmayı tercih etti, mutfakta nöbete başladılar, kuru ekmeğe bile rıza gösterdiler. önceden de ucuz mama alıyorduk ama böyle bir tavra şahit olmamıştık. sokak kedilerine veriyoruz onlar da 1-2 alıp bırakıyorlar, yemek istemiyorlar. fiyatının ucuzluğu beğenilere sebep olabilir bizim kediler kesinlikle beğenmedi.",Bağlamsal/Diğer
kokusu ve aroması güzel ama biraz biraz ağır. paketi açar açmaz bütün ev kuru kahve dükkanı gibi kokuyor. türk kahvesi içmeyi çok severdim. bunun tadı da nescafeden ziyade türk kahvesine benziyor. bir kerede en fazla bir fincan içilir.,Bağlamsal/Diğer
ürün de takılma ve donma çok fazla oldu. sadece film izlemek isterseniz olabilir.,Bağlamsal/Diğer
11 aylık çocuğuma 1 hafta dayanabildi. hem çekince hemen açılıyor hemde zorlayınca yapışkanı sökülüyor.,Bağlamsal/Diğer
"ama genel olarak bu fiyatlara daha iyisini bulmak zor,samsung da olsa alınabilir bir telefon olduğunu belirtmek isterim.",Bağlamsal/Diğer
ürün tam fiyatına göre ne iyi ne kötü krom olanları terih ederim herzaman bu arada kargo cok hızlı 1 günde teslim aldım,Karma Duygu
aldım kullanıyorum. yumuşak guzel lastık fakat yol sesi biraz ugultu var,Bağlamsal/Diğer
arka panonun resmini de koyarsanız giriş çıkışları görebiliriz...yoksa satınalmanın manası yok!!,Olumsuzlama
ürün a7 2016 ama dual sim olduğu için son güncellemesi 5.1.1 lollipop ama normalde a710 modelinde son sürüm marshmallowstur herkes bu yorumu okuyupta alsın sürüm sorunu çok canımı sıktı yani,Bağlamsal/Diğer
hızlı gönderim ve sağlam paketleme için firmaya ve siteye teşekkürler. ürünü almadan önce bir çok kullanıcı yorumu okudum neredeyse tümü mükemmel demişler. ama galiba mükemmel ne demek tam anlamı bilinmiyor. ürünün bir kaç eksi yanı var ki bu onu mükemmellikten beri tutuyor. öncelikle ürün çok çabuk ısınıyor.( 5 dk sonra elinizde tutamıycanız kadar) ayrıca çok gürültülü. en büyük eksisi ise başlıkları baya zor değiştiriliyor. ama iyi yanları da yok değil bıçağı çok keskin. dayanıklı görünüyor. ayrıca ek parçalarıda kaliteli sayılabilir.,Olumsuzlama
